iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,skew_error_ps,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps
31,31620,7,7,66,-0.7095271868448565,0.21528785797722078,505.74806231687666,505.0514009875222,0.9986225131023478,0.0,0.01012752808929153,0.01012752808929153,0.01012752808929153,-0.05369451930710512,-0.47759722950748196,phase,54.57268290121743,59.59555541719874,8.772870913823494,54.71467661022353,59.15120867858817,8.796457908675006,54.572682901217455,59.5955554171988,8.772870913823498,54.714676610223535,59.15120867858821,8.796457908675007,-33.5822176127476,-76.5036711321713,-0.2453274266958232,54.57268290121743,59.59555541719874,8.772870913823494,54.572682901217455,59.5955554171988,8.772870913823498,nan,-33.5822176127476,nan,-76.5036711321713,False,6.613699420442067,2f8f1ae773f849b5,,-0.7095271868448565,0.21528785797722078,-0.0013774868976521581,0.01012752808929153,13.66638495699479,-23.094379155517178,1.0101782781800812,0.9900338268366726,-3.6009062371802996
32,32640,1,7,1110,0.8385895648603997,-0.12842605853599198,504.58664281823985,505.4842925153067,1.0017789802997028,0.0,0.03247886361491901,0.03247886361491901,0.03247886361491901,-0.5135766743545737,-6.21857145630746,phase,54.60564924888311,58.72378586955111,8.778347051309488,54.60818016501645,58.93607303089212,8.778767469271836,54.605649248883175,58.72378586955115,8.778347051309499,54.60818016501651,58.9360730308921,8.778767469271846,-33.5390719670969,-63.16226296711881,0.37175661643134195,54.60564924888311,58.72378586955111,8.778347051309488,54.605649248883175,58.72378586955115,8.778347051309499,nan,-33.5390719670969,nan,-63.16226296711881,False,8.5549769162803,6c270c0aad89f38f,,0.8385895648603997,-0.12842605853599198,0.0017789802997028037,0.03247886361491901,13.956934015552964,-23.139780756219263,1.0104927684498934,0.9897261553103099,-3.6106498962647753
33,33660,6,7,2160,-0.11066411136811516,-0.21702984947155304,504.82881475630097,504.88556490943864,1.0001124146472604,0.0,-0.0016001599653444392,-0.0016001599653444392,-0.0016001599653444392,-0.02820896599199946,-1.109150033311579,phase,50.16396056249065,55.024478064608324,8.040525010380508,50.29254128166408,54.41318454589349,8.061883933831243,50.16396056249063,55.02447806460833,8.040525010380504,50.29254128166408,54.41318454589354,8.061883933831243,-33.5344093434175,-77.11127252134132,-0.21222980260244384,50.16396056249065,55.024478064608324,8.040525010380508,50.16396056249063,55.02447806460833,8.040525010380504,nan,-33.5344093434175,nan,-77.11127252134132,False,8.792870329663044,54aace7b4dad1ae6,,-0.11066411136811516,-0.21702984947155304,0.00011241464726041706,-0.0016001599653444392,13.91860376699685,-23.21652971036934,1.0105126474328152,0.9897066870484169,-3.610169848275172
34,34680,6,8,3235,-0.03047985175800819,-0.01004275799672219,505.0542232963114,505.09273306326577,1.0000762487772163,0.0,0.007208982151735344,0.007208982151735344,0.007208982151735344,-0.027562020764708997,-3.8309226942414054,phase,54.64454856013394,59.608711335142026,8.784808730919261,54.45439716379013,59.127940588076115,8.75322212023092,54.64454856013403,59.60871133514206,8.784808730919275,54.45439716379017,59.12794058807606,8.753222120230927,-33.556411353748764,-76.99242244813321,0.008164319741815973,54.64454856013394,59.608711335142026,8.784808730919261,54.64454856013403,59.60871133514206,8.784808730919275,nan,-33.556411353748764,nan,-76.99242244813321,False,6.638808410273763,e57b13a0a84c4773,,-0.03047985175800819,-0.01004275799672219,7.624877721634782e-05,0.007208982151735344,13.908046800547785,-23.220081232597945,1.0105261312447178,0.989693481868475,-3.6123325429206923
35,35700,1,8,4265,0.2771963841577385,0.6168140429881879,505.04276360986495,505.1504700542819,1.000213262028837,0.0,-0.022984548340787298,-0.022984548340787298,-0.022984548340787298,-0.033877038442849304,4.707166210324341,phase,54.63360909731069,59.0818773239334,8.78299154440377,54.30402154943238,58.27917664940469,8.728242782297738,54.63360909731076,59.081877323933476,8.782991544403782,54.30402154943236,58.279176649404675,8.728242782297736,-33.519867440230705,-76.98924763303422,-0.056910142256805685,54.63360909731069,59.0818773239334,8.78299154440377,54.63360909731076,59.081877323933476,8.782991544403782,nan,-33.519867440230705,nan,-76.98924763303422,False,7.549537627618768,ef88d47bc184e50d,,0.2771963841577385,0.6168140429881879,0.00021326202883709122,-0.022984548340787298,14.00405494071899,-23.001948124720656,1.0105638449439829,0.9896565535369086,-3.6054371784184562
36,36720,3,8,6510,0.22136701741021617,-0.30490558115314553,503.14723561484516,502.65562973511226,0.9990229383271237,0.0,0.015052145807692981,0.015052145807692981,0.015052145807692981,-0.09117589957410181,-5.872873582927806,phase,25.02123111070236,26.57272078806716,3.8639918788542125,25.033133423380015,26.577841591886525,3.8659690072059827,25.02123111070236,26.57272078806716,3.8639918788542125,25.033133423380004,26.577841591886518,3.865969007205981,-33.546660387877274,-75.0314411419866,0.08042347596301624,25.02123111070236,26.57272078806716,3.8639918788542125,25.02123111070236,26.57272078806716,3.8639918788542125,nan,-33.546660387877274,nan,-75.0314411419866,False,6.99871109453689,50987d4e1365c7f4,,0.22136701741021617,-0.30490558115314553,-0.000977061672876256,0.015052145807692981,14.080723482227985,-23.109780435861534,1.0103910528838274,0.9898259362446205,-3.609952822160764
37,37888,0,8,6396,0.22100751784422812,0.18753779356326086,505.4983300329722,505.19755161923223,0.9994049863355229,0.0,0.018536123693876156,0.018536123693876156,0.018536123693876156,-0.19037818231034268,2.1816780739778956,phase,54.57825249112189,60.02156701085465,8.773796094870747,54.40583046645698,59.55194163690565,8.745154562534383,54.57825249112183,60.021567010854675,8.773796094870736,54.40583046645703,59.55194163690571,8.745154562534392,-33.54283417653185,-70.89600248864626,-0.25404505860698556,54.57825249112189,60.02156701085465,8.773796094870747,54.57825249112183,60.021567010854675,8.773796094870736,nan,-33.54283417653185,nan,-70.89600248864626,False,7.381626576209648,abb91d08e9a4fd1b,,0.22100751784422812,0.18753779356326086,-0.0005950136644771176,0.018536123693876156,14.157280604368667,-23.043467536447956,1.0102858434993143,0.9899290656005623,-3.615513659268927
38,38760,1,7,7475,-0.22825808462734984,0.34824306772963126,504.7935966978166,505.41552357501257,1.0012320419301362,0.0,-0.026401385282954642,-0.026401385282954642,-0.026401385282954642,-0.3150028823934609,5.751872197187971,phase,54.533324165584986,58.778858561354134,8.766332917871262,54.396384498358906,58.59818725944894,8.743585464843672,54.533324165584986,58.778858561354156,8.766332917871262,54.3963844983589,58.59818725944889,8.743585464843672,-33.537393956990755,-65.87850174027082,-0.3633631214449995,54.533324165584986,58.778858561354134,8.766332917871262,54.533324165584986,58.778858561354156,8.766332917871262,nan,-33.537393956990755,nan,-65.87850174027082,False,7.921906381432801,fb5acd3eeb260602,,-0.22825808462734984,0.34824306772963126,0.0012320419301361518,-0.026401385282954642,14.078203647947248,-22.92034247835965,1.0105036685404218,0.9897158922686266,-3.6075932436840406
39,39780,2,8,232,-0.10594910003976848,0.2684246146426251,504.95354815908524,505.51837917617564,1.0011185801528668,0.0,0.0514257401840003,0.0514257401840003,0.0514257401840003,-0.05184105237430176,0.962045682050016,phase,54.577716512372675,59.61718485766082,8.773707061855927,54.61095180422327,58.77180738335089,8.779227874455694,54.577716512372575,59.61718485766072,8.77370706185591,54.61095180422319,58.771807383350776,8.77922787445568,-33.5447662910506,-77.82675035303981,-0.0665667798767835,54.577716512372675,59.61718485766082,8.773707061855927,54.577716512372575,59.61718485766072,8.77370706185591,nan,-33.5447662910506,nan,-77.82675035303981,False,7.653431474325235,503de305bf9045d4,,-0.10594910003976848,0.2684246146426251,0.0011185801528668105,0.0514257401840003,14.041506913270885,-22.825417646032697,1.0107014761763269,0.9895223703414514,-3.6230209657392405
40,40960,0,8,1308,0.04999131482780589,-0.08561867827801183,505.4761337377968,505.02078720280275,0.999099173027959,0.0,-0.030532990317491068,-0.030532990317491068,-0.030532990317491068,-0.28681182230093893,1.5937810516265272,phase,54.50354745431824,59.10618009675674,8.761386620318644,54.36582699027845,58.77000010358218,8.738509466823663,54.50354745431827,59.106180096756866,8.761386620318651,54.36582699027844,58.77000010358215,8.738509466823663,-33.5441273403527,-67.96145629133494,0.22337363299620172,54.50354745431824,59.10618009675674,8.761386620318644,54.50354745431827,59.106180096756866,8.761386620318651,nan,-33.5441273403527,nan,-67.96145629133494,False,8.01663142636746,e6fd80a9992e5850,,0.04999131482780589,-0.08561867827801183,-0.000900826972040969,-0.030532990317491068,14.058818612721376,-22.855701486292887,1.0105421444250031,0.9896785039679458,-3.613861068643993
41,41984,0,8,2369,0.18346474550238945,0.020971690112912,505.3299259245795,505.20753954067027,0.9997578089528631,0.0,-0.08814329565215583,-0.08814329565215583,-0.08814329565215583,-0.13169673482506408,-5.205588465261057,phase,54.51746353860226,58.889896102062245,8.76369826222629,54.79461915821929,59.40551125138492,8.809737401697557,54.517463538602236,58.88989610206218,8.763698262226287,54.79461915821922,59.405511251384944,8.809737401697546,-33.6063113617466,-70.65189274293937,0.1501244135734403,54.51746353860226,58.889896102062245,8.76369826222629,54.517463538602236,58.88989610206218,8.763698262226287,nan,-33.6063113617466,nan,-70.65189274293937,False,8.69042613435254,38b567cd3a949194,,0.18346474550238945,0.020971690112912,-0.0002421910471368527,-0.08814329565215583,14.122361396444042,-22.848284843908424,1.0104993141794796,0.9897204601021568,-3.5874180799483466
42,42840,7,8,3416,0.05352622556859312,-0.3015873179366556,505.2137428964264,505.3374037275689,1.000244769333537,0.0,0.03426464075679854,0.03426464075679854,0.03426464075679854,-0.03424690145263095,-2.507629905278846,phase,54.59892210551372,58.94554276439375,8.77722958563351,54.52608975935554,59.11321680565106,8.76513118926172,54.59892210551374,58.94554276439383,8.777229585633513,54.526089759355486,59.11321680565108,8.765131189261709,-33.54103881404326,-77.27483962533113,-0.004517770039178082,54.59892210551372,58.94554276439375,8.77722958563351,54.59892210551374,58.94554276439383,8.777229585633513,nan,-33.54103881404326,nan,-77.27483962533113,False,7.23865649229896,515d27e53d9101a5,,0.05352622556859312,-0.3015873179366556,0.00024476933353700936,0.03426464075679854,14.14090092307818,-22.954936737582457,1.0105425985471221,0.9896780761633989,-3.597697472175386
43,44032,0,8,4464,-0.3214561605919187,0.13568129874347315,505.48565320634697,505.0151116745994,0.9990691297987135,0.0,0.006372500649360791,0.006372500649360791,0.006372500649360791,-0.028128245225819856,-4.850061849514403,phase,54.62919214827784,59.822964504688315,8.782257831939841,54.70625827859644,58.68595572990014,8.795059514717018,54.62919214827788,59.82296450468834,8.782257831939848,54.70625827859653,58.68595572990014,8.795059514717032,-33.54591138059603,-77.10789756156211,-0.11624899286933221,54.62919214827784,59.822964504688315,8.782257831939841,54.62919214827788,59.82296450468834,8.782257831939848,nan,-33.54591138059603,nan,-77.10789756156211,False,8.277278530013644,50bc21b21a0701eb,,-0.3214561605919187,0.13568129874347315,-0.00093087020128646,0.006372500649360791,14.02956503642785,-22.906952998522268,1.0103779788485014,0.9898394471991315,-3.5996092223701943
44,44880,4,8,4975,-0.060282506056701365,0.06679920440490383,505.1023791488132,505.39844408039494,1.0005861483608147,0.0,-0.01979863350344079,-0.01979863350344079,-0.01979863350344079,-0.17422174366192048,-5.073691631124051,phase,54.19347812031891,58.86222880986837,8.709880086431713,54.40885827787491,58.628672877131,8.74565752124168,54.19347812031898,58.862228809868654,8.709880086431726,54.40885827787484,58.628672877130995,8.74565752124167,-33.58617535742062,-70.85632509951098,-0.018540819095394845,54.19347812031891,58.86222880986837,8.709880086431713,54.19347812031898,58.862228809868654,8.709880086431726,nan,-33.58617535742062,nan,-70.85632509951098,False,7.431689021446573,617df195f9e56376,,-0.060282506056701365,0.06679920440490383,0.00058614836081472,-0.01979863350344079,14.008682873948526,-22.883333287661205,1.0104816193428199,0.9897379729434472,-3.593669632319162
45,45900,2,7,6580,-0.048060412772964134,-0.07243532013998594,505.0365877091122,504.9078812659376,0.9997451542198983,0.0,0.026431119505464715,0.026431119505464715,0.026431119505464715,-0.05549105404312006,-3.325005477569002,phase,50.1500759333138,54.83174873327962,8.038218593573722,50.27988867848624,54.93561554901022,8.05978217250602,50.15007593331379,54.831748733279596,8.03821859357372,50.27988867848623,54.93561554901024,8.059782172506019,-33.555992922803895,-73.18330350243613,0.22734900721428453,50.1500759333138,54.83174873327962,8.038218593573722,50.15007593331379,54.831748733279596,8.03821859357372,nan,-33.555992922803895,nan,-73.18330350243613,False,6.8954894356763425,c35c1289690e8b56,,-0.048060412772964134,-0.07243532013998594,-0.000254845780101709,0.026431119505464715,13.992036213436801,-22.908948513854455,1.010436553871922,0.9897821245408125,-3.6015989681708014
46,46920,5,7,7613,-0.007100619614660256,-0.24217389378147186,505.03326979966346,505.2517395530213,1.000432584873952,0.0,-0.013249840812401104,-0.013249840812401104,-0.013249840812401104,-0.09168119440125166,2.465073632288514,phase,54.65910738341367,59.15396340984722,8.787227140101939,54.408930214082574,59.371253850442464,8.745669470777838,54.659107383413684,59.153963409847194,8.787227140101942,54.40893021408267,59.371253850442436,8.745669470777854,-33.56677713145311,-77.24829874757665,0.046532278718869335,54.65910738341367,59.15396340984722,8.787227140101939,54.659107383413684,59.153963409847194,8.787227140101942,nan,-33.56677713145311,nan,-77.24829874757665,False,7.061855237685302,d34529e89b2761ba,,-0.007100619614660256,-0.24217389378147186,0.00043258487395192446,-0.013249840812401104,13.98957666577336,-22.994584393430316,1.0105130462965484,0.9897072281041508,-3.597624015927081
47,47940,3,8,365,0.20987545775082123,0.2011570034647885,504.54612812714737,505.0510956742992,1.0010008352437987,0.0,0.023003430036623865,0.023003430036623865,0.023003430036623865,-0.024140207854265922,-6.133587523043852,phase,54.368669013946295,59.3123590866692,8.738981563778456,54.3709154981859,59.175116033097915,8.739354733917924,54.36866901394632,59.31235908666916,8.73898156377846,54.370915498185866,59.17511603309791,8.739354733917919,-33.54966447729033,-76.54936027089457,0.017581226154948837,54.368669013946295,59.3123590866692,8.738981563778456,54.36866901394632,59.31235908666916,8.73898156377846,nan,-33.54966447729033,nan,-76.54936027089457,False,7.453619814345795,83bab20527d16f73,,0.20987545775082123,0.2011570034647885,0.0010008352437986812,0.023003430036623865,14.062268859587185,-22.92344724376279,1.0106900337839824,0.9895340579907909,-3.604525044938068
48,48960,4,8,1402,0.09373514842471309,-0.11511423869202987,505.3638867034571,505.31957382953385,0.9999123149178459,0.0,-0.02087818694420108,-0.02087818694420108,-0.02087818694420108,-0.3087696815752313,3.9443638381032344,phase,54.65091398566059,59.54599429691847,8.78586611057485,54.53847463518681,58.89763223402674,8.767188477605783,54.65091398566056,59.54599429691843,8.785866110574844,54.53847463518686,58.89763223402679,8.767188477605792,-33.52864500365749,-68.30986414780905,-0.04228318899755301,54.65091398566059,59.54599429691847,8.78586611057485,54.65091398566056,59.54599429691843,8.785866110574844,nan,-33.52864500365749,nan,-68.30986414780905,False,8.451170540055198,482552c3b3999aa5,,0.09373514842471309,-0.11511423869202987,-8.768508215406534e-05,-0.02087818694420108,14.094729159829605,-22.96416335981444,1.0106745248572195,0.9895492436129979,-3.598261588854808
49,49980,6,8,2468,0.30511229635768977,0.05105216799478729,505.50316403557576,505.55872394542405,1.0001099101129354,0.0,0.009166973520391926,0.009166973520391926,0.009166973520391926,-0.23467880515211095,5.384303689625315,phase,54.0600909002298,58.31104886832435,8.687722740901961,54.69181653854167,59.19054058161022,8.79266055457503,54.060090900229866,58.31104886832442,8.687722740901972,54.691816538541616,59.190540581610094,8.79266055457502,-33.55101945836161,-68.69156260173752,-0.14706588454995817,54.0600909002298,58.31104886832435,8.687722740901961,54.060090900229866,58.31104886832442,8.687722740901972,nan,-33.55101945836161,nan,-68.69156260173752,False,8.17302363636775,0e56a86bb28bead8,,0.30511229635768977,0.05105216799478729,0.00010991011293537412,0.009166973520391926,14.200390578118819,-22.946106392045017,1.0106939644436739,0.9895302124476194,-3.6010116809109256
50,51000,7,8,650,0.34215871327229197,0.18440051336892416,505.24037319949724,504.5790662392443,0.9986911042835609,0.0,0.015098371608807518,0.015098371608807518,0.015098371608807518,-0.31335362061561056,-4.723925586593334,phase,54.55797111163986,59.16031851491078,8.770427094956789,54.387195027037826,58.775676825072225,8.742058974591002,54.557971111639844,59.160318514910806,8.770427094956785,54.38719502703785,58.77567682507231,8.742058974591005,-33.50588008550917,-69.84540148716022,-0.17951376372029704,54.55797111163986,59.16031851491078,8.770427094956789,54.557971111639844,59.160318514910806,8.770427094956785,nan,-33.50588008550917,nan,-69.84540148716022,False,6.987998848261359,fc62ca372353d61e,,0.34215871327229197,0.18440051336892416,-0.0013088957164391068,0.015098371608807518,14.318879016615847,-22.880883340876643,1.0104624581685528,0.9897571680837424,-3.605541192393568
51,52020,6,8,4554,-0.6729136358491035,-0.1287375139551643,505.0436003373489,505.5004956163929,1.0009046650204831,0.0,-0.017407563444720987,-0.017407563444720987,-0.017407563444720987,-0.03509805243228674,-8.596323701976708,phase,54.35176650259429,59.0992862828618,8.736173837640248,54.76143057333513,59.83492570536528,8.80422434773009,54.35176650259433,59.09928628286187,8.736173837640255,54.76143057333512,59.83492570536533,8.804224347730088,-33.588954575882596,-74.44582963925014,-0.21368004953852626,54.35176650259429,59.0992862828618,8.736173837640248,54.35176650259433,59.09928628286187,8.736173837640255,nan,-33.588954575882596,nan,-74.44582963925014,False,7.655195013798355,ba5f8c0e24c3a759,,-0.6729136358491035,-0.1287375139551643,0.0009046650204831419,-0.017407563444720987,14.085797846065422,-22.926407769834853,1.0106224309256258,0.989600614941365,-3.6003189233601516
52,53040,3,8,5059,0.3452447679251307,-0.49430543387691966,505.2255476808943,504.8546145815346,0.9992658069231408,0.0,-0.015153301948643526,-0.015153301948643526,-0.015153301948643526,-0.19025022244744147,12.079760407153538,phase,54.447979684270976,58.741074503840366,8.75215609373272,54.57444762516134,59.43770265533303,8.773164057335771,54.44797968427092,58.741074503840295,8.752156093732712,54.57444762516125,59.43770265533301,8.773164057335757,-33.521059891174325,-71.17503921753533,0.12350438076410875,54.447979684270976,58.741074503840366,8.75215609373272,54.44797968427092,58.741074503840295,8.752156093732712,nan,-33.521059891174325,nan,-71.17503921753533,False,7.390918286106314,f5d2772a21eebdcb,,0.3452447679251307,-0.49430543387691966,-0.0007341930768591798,-0.015153301948643526,14.205363437602038,-23.1012327439151,1.0104925823270077,0.9897278559969277,-3.5957729327755583
53,54060,4,8,6653,-0.09631001384166969,-0.2902835009200014,505.3335415493247,504.70570160788424,0.9987575731871754,0.0,-0.026235413710417762,-0.026235413710417762,-0.026235413710417762,-0.03296836410898867,0.15437677850453743,phase,54.59780980075442,58.89080576765907,8.777044817401068,54.32951951605902,59.052446492885636,8.732478324926749,54.59780980075443,58.890805767658925,8.77704481740107,54.329519516059044,59.052446492885615,8.732478324926753,-33.56917623652717,-75.38717919244165,-0.3740703540053425,54.59780980075442,58.89080576765907,8.777044817401068,54.59780980075443,58.890805767658925,8.77704481740107,nan,-33.56917623652717,nan,-75.38717919244165,False,7.046796099314105,952664a44cb53677,,-0.09631001384166969,-0.2902835009200014,-0.001242426812824604,-0.026235413710417762,14.17200494944079,-23.203886442814646,1.01027287628828,0.9899433149634204,-3.587902308662433
54,55296,0,7,7729,-0.04260022506235728,0.4327295629523368,505.1905909917536,504.99117402531397,0.9996052638944677,0.0,-0.04414911580573337,-0.04414911580573337,-0.04414911580573337,-0.3517390133449097,-2.9041887099568755,phase,54.894676064096195,59.26398048401184,8.826358150182093,54.70138567511832,58.93395985505394,8.794250112145901,54.89467606409616,59.26398048401175,8.826358150182088,54.701385675118374,58.933959855054006,8.79425011214591,-33.52671609441496,-65.06762589132643,-0.4392863611639548,54.894676064096195,59.26398048401184,8.826358150182093,54.89467606409616,59.26398048401175,8.826358150182088,nan,-33.52671609441496,nan,-65.06762589132643,False,7.499955648453948,fc9c46ef719629fc,,-0.04260022506235728,0.4327295629523368,-0.00039473610553231175,-0.04414911580573337,14.1572464825733,-23.050892483722237,1.0102030878316557,0.9900117260823071,-3.574657573920713
55,56100,4,7,483,-0.31136638573344944,-0.0972592258589473,505.58498837094487,505.1256601014301,0.9990914914800086,0.0,0.060258368367107365,0.060258368367107365,0.060258368367107365,-0.47487726280034565,2.9658833044347963,phase,50.206577342085,54.39793460029164,8.047604209648672,50.142836923651075,54.28383993698496,8.037016100274267,50.206577342085,54.39793460029164,8.047604209648672,50.14283692365099,54.28383993698483,8.037016100274252,-33.56929928500877,-64.6444849796274,-0.5221963940803054,50.206577342085,54.39793460029164,8.047604209648672,50.206577342085,54.39793460029164,8.047604209648672,nan,-33.56929928500877,nan,-64.6444849796274,False,7.992174405119253,776901461ceb055a,,-0.31136638573344944,-0.0972592258589473,-0.0009085085199913578,0.060258368367107365,14.049368931693285,-23.085276651256635,1.0100424766620177,0.9901692701778667,-3.592735084430845
56,57120,2,8,1565,0.10589143889177183,-0.22782309871924156,505.18811461655474,505.1934617992265,1.0000105845377534,0.0,-0.018519416023833377,-0.018519416023833377,-0.018519416023833377,-0.7066225028037321,-4.483250373177146,phase,54.49673549380644,59.218357387086904,8.760255065416354,54.68620347815873,59.03578946942133,8.791728152518063,54.49673549380648,59.21835738708688,8.760255065416361,54.68620347815873,59.035789469421346,8.791728152518063,-33.57710366744605,-61.22471482310242,-0.09765027923582892,54.49673549380644,59.218357387086904,8.760255065416354,54.49673549380648,59.21835738708688,8.760255065416361,nan,-33.57710366744605,nan,-61.22471482310242,False,9.087048730182213,196c8a1afb5b5dca,,0.10589143889177183,-0.22782309871924156,1.0584537753377532e-05,-0.018519416023833377,14.086062441588634,-23.165806402030874,1.0100443475577447,0.9901674361125754,-3.5871792596236953
57,58140,1,8,2594,0.09316571179759306,0.15161344614647965,505.2950416303968,505.3057885972555,1.0000212686964511,0.0,0.04447718093466773,0.04447718093466773,0.04447718093466773,-0.6881365717526934,-2.6044467185748488,phase,54.54748878602129,59.008098289247826,8.768685844854035,54.52851069389225,59.430286209391795,8.765533337855857,54.547488786021255,59.00809828924777,8.76868584485403,54.528510693892315,59.43028620939174,8.765533337855867,-33.577806370779065,-61.28969148676476,-0.2676498582615028,54.54748878602129,59.008098289247826,8.768685844854035,54.547488786021255,59.00809828924777,8.76868584485403,nan,-33.577806370779065,nan,-61.28969148676476,False,7.756939615721417,79f5f3dd3bd34983,,0.09316571179759306,0.15161344614647965,2.1268696451137714e-05,0.04447718093466773,14.118346171711973,-23.112214752562377,1.010048106964905,0.9901637507660969,-3.6005224139040957
58,59160,3,8,807,-0.11288223007030733,0.2601685121743552,505.13050715416307,505.27007905122935,1.00027630858776,0.0,0.0013688718815856348,0.0013688718815856348,0.0013688718815856348,-0.7338414914476683,-1.4689209186148955,phase,54.281667240449345,58.93656105132577,8.724529441935108,54.466646695832075,59.04937543052229,8.755256926217953,54.28166724044941,58.93656105132586,8.724529441935118,54.46664669583208,59.04937543052231,8.755256926217955,-33.56085819518994,-60.936493691937756,-0.23893433738600933,54.281667240449345,58.93656105132577,8.724529441935108,54.28166724044941,58.93656105132586,8.724529441935118,nan,-33.56085819518994,nan,-60.936493691937756,False,7.409196124997321,4b545b2d5e9aa7d4,,-0.11288223007030733,0.2601685121743552,0.0002763085877599547,0.0013688718815856348,14.079230430340676,-23.0202511968469,1.0100969468339558,0.9901158856108159,-3.6009330754685713
59,60180,7,8,4711,-0.3287768521641219,-0.10590123620858938,505.25992523514975,505.4638925799563,1.0004036879527138,0.0,-0.03287818356831085,-0.03287818356831085,-0.03287818356831085,-0.6497141834754848,-0.8283340945288624,phase,54.37794154162097,59.83029938915117,8.740521850767603,54.64078130072242,59.16039355180976,8.78418294031934,54.3779415416209,59.83029938915121,8.740521850767593,54.64078130072241,59.160393551809776,8.784182940319338,-33.56240911524529,-61.97109295023159,-0.2281450483775398,54.37794154162097,59.83029938915117,8.740521850767603,54.3779415416209,59.83029938915121,8.740521850767593,nan,-33.56240911524529,nan,-61.97109295023159,False,7.799565708206317,2b6cddd6f33d1dc9,,-0.3287768521641219,-0.10590123620858938,0.00040368795271383817,-0.03287818356831085,13.96530879280071,-23.057686645779366,1.0101683055284452,0.9900459667116411,-3.591069620398078
