iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,skew_used_ps,skew_observable,gain_mag_ratio,skew_slope_ps,skew_fold_ps,phase_a_samples,phase_b_samples,dither_peak_a_codes,dbc_ab_coherent,snr_dither_db,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code
67,68340,0,8,2858,-4.6650633080053465,-7.426210178312075,259.92058374105807,252.41654097971178,0.9711294786532871,2.873797256032244,0.0,-201.83912644918323,-201.83912644918323,-201.83912644918323,-482.7413837823148,96.79717299135348,phase,-48.36502211797079,dither_fold,0.9925901544738502,-146.9245909843932,-48.36502211797079,-0.34015706837831106,-0.5311590366580222,285.5,-17.176094468999846,6.3461831445694905,-6.386271699698351,3.7263994577769157,-1.3532012790196597,-8.414609733862752,1.155304105414655,-1.6901345072861715,-6.38627169969835,3.726399457776917,-1.3532012790196595,-8.414609733862754,1.1553041054146536,-1.6901345072861718,-7.897441915411463,-7.936473504336831,1.5828190888038232,-6.386271699698351,3.7263994577769157,-1.3532012790196597,-6.38627169969835,3.726399457776917,-1.3532012790196595,nan,-7.897441915411463,nan,-7.936473504336831,False,14.905817368765488,d673a4541768c0ad,,-4.6650633080053465,-7.426210178312075,-0.007409845526149761,dither_mag,-201.83912644918323,8,-7.271871189724759,-8.701227586424267,1.000076053023283,1.0002559805606994,0.0,,,,,,,
68,69360,0,8,7546,4.209691325129855,3.0144990421016207,258.38154050363926,250.42574131550708,0.9692091038213307,1.185794180590765,0.0,-189.26136156264977,-189.26136156264977,-189.26136156264977,-287.41524468151005,98.76683931713602,phase,-48.01515748129227,dither_fold,0.9978312860795223,-150.4128612535094,-48.01515748129227,-0.345098298809445,-0.5406350184390072,285.375,-16.926097545382376,6.692659695697197,-6.558319341938636,4.038862538827167,-1.3817806215844912,-8.430993275034584,4.700927602171076,-1.6928560257532532,-6.558319341938636,4.038862538827167,-1.3817806215844912,-8.430993275034584,4.700927602171077,-1.6928560257532532,-10.036931658938723,-10.033294699698395,1.8144501107165332,-6.558319341938636,4.038862538827167,-1.3817806215844912,-6.558319341938636,4.038862538827167,-1.3817806215844912,nan,-10.036931658938723,nan,-10.033294699698395,False,16.17673116850687,46fbfbc13b0e0b99,,4.209691325129855,3.0144990421016207,-0.002168713920477683,dither_mag,-189.26136156264977,9,-5.798591273321095,-7.6464229311757785,0.9996964992231806,1.0006364277288584,0.0,,,,,,,
69,70380,0,8,2046,-2.4839879388668122,-1.1543112372581958,260.67369801303664,253.46928743292486,0.9723623417512899,1.4989253248363574,0.0,-179.84088654796022,-179.84088654796022,-179.84088654796022,-489.53630639613226,102.90617292057244,phase,-52.655427588472406,dither_fold,0.9904962062444518,-139.95057826484015,-52.655427588472406,-0.31827001650419423,-0.5002057682484864,283.1875,-17.214846152602124,6.1844065554883185,-5.983985696464254,5.388197282666999,-1.2863763615389128,-8.078492433396155,1.150337529548327,-1.6343010686704578,-5.983985696464252,5.388197282666999,-1.2863763615389123,-8.078492433396155,1.1503375295483285,-1.6343010686704578,-8.007029698438934,-7.990628451252358,-0.45828255749026914,-5.983985696464254,5.388197282666999,-1.2863763615389128,-5.983985696464252,5.388197282666999,-1.2863763615389123,nan,-8.007029698438934,nan,-7.990628451252358,False,19.36159496904732,7b2a66bda7f34ec0,,-2.4839879388668122,-1.1543112372581958,-0.009503793755548218,dither_mag,-179.84088654796022,10,-6.668250994325373,-8.050174905264257,0.9980338400874974,1.0023166183044074,0.0,,,,,,,
70,71400,0,8,2842,0.9829811553698884,-0.7014463223600728,258.06851537318187,251.12902479929178,0.9731098907441104,1.3660607802667486,0.0,-167.52112023528093,-167.52112023528093,-167.52112023528093,-379.189254432109,92.40393881709471,phase,-51.71921182386639,dither_fold,1.0073499704035307,-153.86590990029688,-51.71921182386639,-0.378447608729571,-0.578473291599957,283.5,-17.29211398617246,6.747521033169843,-6.849125351857891,5.084281466112669,-1.4300872677504803,-8.840883015112086,0.5108068542436618,-1.7609440224438682,-6.849125351857892,5.08428146611267,-1.4300872677504806,-8.840883015112086,0.5108068542436618,-1.7609440224438682,-6.064285533095718,-5.975804584992669,0.4330792900126881,-6.849125351857891,5.084281466112669,-1.4300872677504803,-6.849125351857892,5.08428146611267,-1.4300872677504806,nan,-6.064285533095718,nan,-5.975804584992669,False,15.02385272547348,d6f3b33b503085d5,,0.9829811553698884,-0.7014463223600728,0.007349970403530692,dither_mag,-167.52112023528093,11,-6.3235298129781565,-8.29511368842176,0.9993175559451113,1.001036800369438,0.0,,,,,,,
71,72420,0,8,2386,-0.6135511867178263,-0.1425339377586905,260.02748097799594,253.32602307087296,0.9742278859068358,1.3042959949628559,0.0,-1.9653298523022062,-1.9653298523022062,-1.9653298523022062,-242.01485321733554,99.04112876605087,phase,-56.57296346160714,dither_fold,0.9993634292936813,-147.90729242036278,-56.57296346160714,-0.32211560543379697,-0.5143950855802686,281.875,-17.111935703384866,6.661069952117865,-6.175163874593644,3.1833757172433326,-1.3181335339856552,-8.4086993096381,0.9745445481779533,-1.6891527092422094,-6.175163874593643,3.1833757172433326,-1.318133533985655,-8.4086993096381,0.9745445481779541,-1.6891527092422094,-8.375571053718698,-8.333713980631014,-0.8460796909265951,-6.175163874593644,3.1833757172433326,-1.3181335339856552,-6.175163874593643,3.1833757172433326,-1.318133533985655,nan,-8.375571053718698,nan,-8.333713980631014,False,19.26663889009836,a0b2e708c58d4ddf,,-0.6135511867178263,-0.1425339377586905,-0.0006365707063187287,dither_mag,-1.9653298523022062,12,-6.5384193784358,-8.344948897474145,0.999206232095687,1.0011483867751112,0.0,,,,,,,
72,73440,0,8,2438,-6.394001236749697,-6.47497835267936,258.62605026542235,253.39958683827095,0.9797914269587785,1.0995181532267633,0.0,-207.56764569103117,-207.56764569103117,-207.56764569103117,-257.6065177560921,96.53130983011717,phase,-50.1053402534635,dither_fold,1.0032972182232553,-135.66088802193025,-50.1053402534635,-0.3188701703618492,-0.4952293247903585,282.1875,-17.47450102028652,5.574022463801514,-5.880283991474221,3.65510320386945,-1.2691501646967145,-7.487611654852152,2.1227039833226904,-1.5361481154239456,-5.880283991474219,3.655103203869452,-1.269150164696714,-7.487611654852154,2.122703983322688,-1.536148115423946,-6.796016617861666,-6.752858654300644,0.17671174518229193,-5.880283991474221,3.65510320386945,-1.2691501646967145,-5.880283991474219,3.655103203869452,-1.269150164696714,nan,-6.796016617861666,nan,-6.752858654300644,False,18.106163404186344,7867c7aa85119026,,-6.394001236749697,-6.47497835267936,0.0032972182232553493,dither_mag,-207.56764569103117,13,-8.778097595983272,-10.608591783358197,0.9997827872702069,1.0005726094153293,0.0,,,,,,,
73,74460,0,8,4322,5.089491853383185,4.736302282581665,257.89245591762773,252.56625240175782,0.9793471914604158,1.3443032784174502,0.0,-234.38625749717767,-234.38625749717767,-234.38625749717767,-412.45163380712467,96.21343192566604,phase,-52.397990289011496,dither_fold,1.0007899937418197,-151.9796051981782,-52.397990289011496,-0.3625317258151446,-0.5601052125727762,282.25,-17.169511270180696,6.792843860947261,-6.263296919582652,6.07923643800366,-1.3327735746815037,-8.760027372239918,0.4901117237944175,-1.747512852531548,-6.263296919582654,6.079236438003662,-1.3327735746815041,-8.760027372239918,0.4901117237944183,-1.747512852531548,-9.225002874781026,-9.201690650921305,-0.2396571081264316,-6.263296919582652,6.07923643800366,-1.3327735746815037,-6.263296919582654,6.079236438003662,-1.3327735746815041,nan,-9.225002874781026,nan,-9.201690650921305,False,16.78564826495217,8450ae196011bcb3,,5.089491853383185,4.736302282581665,0.0007899937418196501,dither_mag,-234.38625749717767,14,-6.996388437389122,-8.95183465918283,0.9999210061456033,1.0004343905399329,0.0,,,,,,,
74,75480,0,8,6006,-0.7535520319288356,-1.9865278950566783,257.15052018459136,250.71151730969729,0.9749601794689277,1.2919252703217914,0.0,-112.84294872809862,-112.84294872809862,-112.84294872809862,-287.55117553744225,91.6746146531107,phase,-54.443324784154534,dither_fold,0.9871062098770153,-158.3187594429779,-54.443324784154534,-0.37565346202745137,-0.5814678493033226,283.875,-17.022808543007766,6.044497064615401,-6.741421291828561,3.8638625433785805,-1.4121962278784987,-8.999344761241739,0.2743332817711824,-1.7872665716348404,-6.74142129182856,3.86386254337858,-1.4121962278784985,-8.999344761241739,0.2743332817711815,-1.7872665716348404,-8.949283797941955,-8.937375215079745,-0.46357014214734726,-6.741421291828561,3.8638625433785805,-1.4121962278784987,-6.74142129182856,3.86386254337858,-1.4121962278784985,nan,-8.949283797941955,nan,-8.937375215079745,False,16.32991649733521,46da08f2944cfd9b,,-0.7535520319288356,-1.9865278950566783,-0.01289379012298475,dither_mag,-112.84294872809862,15,-7.260152484302932,-9.646817528468835,0.9976647711168624,1.0027212705266195,0.0,,,,,,,
75,76500,0,8,4390,4.649269961621766,5.394791707771151,260.7062178495918,254.21421193956422,0.9750983848272734,1.4166102621632763,0.0,-148.69242396688716,-148.69242396688716,-148.69242396688716,-398.98975354647115,97.47833009867736,phase,-51.9946922436576,dither_fold,0.9939121780319885,-138.5881687476445,-51.9946922436576,-0.31234127481680796,-0.4925058941887458,282.6875,-17.313469168878903,6.950066848455007,-6.019626782347204,4.741450648914541,-1.292296807698871,-8.378556060182738,4.4718514782780545,-1.6841455249472987,-6.019626782347204,4.741450648914541,-1.292296807698871,-8.37855606018274,4.471851478278055,-1.6841455249472992,-4.772818395964781,-4.682807943904277,-1.817937998448977,-6.019626782347204,4.741450648914541,-1.292296807698871,-6.019626782347204,4.741450648914541,-1.292296807698871,nan,-4.772818395964781,nan,-4.682807943904277,False,17.901988624558644,5c50f512654d3517,,4.649269961621766,5.394791707771151,-0.0060878219680114976,dither_mag,-148.69242396688716,16,-5.6290991147969045,-7.763764726838079,0.996601890152557,1.003796081787463,0.0,,,,,,,
76,77520,0,8,6642,3.7828673523829934,6.856360269718142,258.0894506452122,252.9029972047655,0.9799044345769237,1.1245085457127795,0.0,-323.8261014379776,-323.8261014379776,-323.8261014379776,-330.26124840010266,109.19859913987405,phase,-55.0513620641033,dither_fold,1.0065390868790685,-149.68349927346844,-55.0513620641033,-0.32052641345839056,-0.5151149625138995,283.5625,-16.731071949682242,7.12999781652997,-6.208927972315617,4.230025033420547,-1.3237421880922953,-8.12798188409235,0.9028427411564648,-1.6425219076565365,-6.208927972315617,4.230025033420547,-1.3237421880922953,-8.12798188409235,0.9028427411564641,-1.6425219076565365,-7.098618628208293,-6.948198948610962,-1.6268747185932035,-6.208927972315617,4.230025033420547,-1.3237421880922953,-6.208927972315617,4.230025033420547,-1.3237421880922953,nan,-7.098618628208293,nan,-6.948198948610962,False,15.414476431617015,a7956bbb408f37d3,,3.7828673523829934,6.856360269718142,0.006539086879068456,dither_mag,-323.8261014379776,17,-4.300581091284654,-5.373113739111419,0.9977423417626786,1.0026548601222367,0.0,,,,,,,
77,78540,0,8,1278,-9.37819823319007,-9.518756982640953,261.50719976517263,256.2174047252375,0.9797718952109722,1.2754499974899913,0.0,-242.36945442337807,-242.36945442337807,-242.36945442337807,-376.7770102360761,103.6972014218676,phase,-57.0558652550446,dither_fold,0.9985249917997284,-144.59539792350185,-57.0558652550446,-0.31863590652037543,-0.5066099238209278,283.3125,-17.151832269999193,5.416872724330187,-5.696960713024504,4.937401925415949,-1.2386977928612133,-7.486042249107908,1.3029577078749124,-1.5358874167953338,-5.696960713024502,4.937401925415946,-1.238697792861213,-7.486042249107909,1.3029577078749104,-1.5358874167953338,-6.0096846015878,-5.916515395234141,0.6068460807655125,-5.696960713024504,4.937401925415949,-1.2386977928612133,-5.696960713024502,4.937401925415946,-1.238697792861213,nan,-6.0096846015878,nan,-5.916515395234141,False,17.54879066264472,fcb5fad92c28ee1c,,-9.37819823319007,-9.518756982640953,-0.001475008200271577,dither_mag,-242.36945442337807,18,-7.590377709335032,-8.695857263755755,0.9974847980889034,1.0029140541601944,0.0,,,,,,,
78,79560,0,8,8266,-0.20909504827888364,-0.8733469886741925,260.83961035022446,254.1304156175229,0.9742784666650389,1.0797310209886215,0.0,-90.74278355263486,-90.74278355263486,-90.74278355263486,-141.79370957043582,94.74391179752847,phase,-49.1250355320349,dither_fold,0.9977560735027082,-144.06710387215512,-49.1250355320349,-0.3341744470227112,-0.5214616820565129,283.2857142857143,-17.15590361012733,7.146065423159839,-6.231974472599448,4.045871820616672,-1.3275705103985793,-8.35422455288439,1.036233097697921,-1.6801037463263107,-6.231974472599448,4.0458718206166715,-1.3275705103985793,-8.35422455288439,1.036233097697922,-1.6801037463263107,-7.81909354876693,-7.7048238945570615,1.5117021086638183,-6.231974472599448,4.045871820616672,-1.3275705103985793,-6.231974472599448,4.0458718206166715,-1.3275705103985793,nan,-7.81909354876693,nan,-7.7048238945570615,False,14.707342190975515,13c7306c7c031024,,-0.20909504827888364,-0.8733469886741925,-0.0022439264972917705,dither_mag,-90.74278355263486,19,-7.663745511067773,-9.000640554774572,0.9970930986393148,1.003308771325111,0.0,,,,,,,
79,80580,0,8,5798,3.885750420605609,2.4085837254041054,258.56930666812946,253.4734925037951,0.9802922696819744,1.206003988954379,0.0,-179.89980629316725,-179.89980629316725,-179.89980629316725,-280.49974997236967,95.3223213682234,phase,-52.39085749268667,dither_fold,1.0052177380440728,-147.17384922113843,-52.39085749268667,-0.3455043157533802,-0.5368303197408602,284.4375,-17.25863617278191,6.803251304282954,-5.972310919823415,5.1853322959985295,-1.2844370298709993,-8.155050616874181,0.9588619905859748,-1.6470183748960434,-5.972310919823414,5.185332295998528,-1.284437029870999,-8.155050616874178,0.9588619905859763,-1.647018374896043,-6.37493495434585,-6.2583503645301,1.6023529326931347,-5.972310919823415,5.1853322959985295,-1.2844370298709993,-5.972310919823414,5.185332295998528,-1.284437029870999,nan,-6.37493495434585,nan,-6.2583503645301,False,16.30876210730722,8e6bffa8a74deb3e,,3.885750420605609,2.4085837254041054,0.005217738044072773,dither_mag,-179.89980629316725,20,-6.299767915527389,-8.160416360603472,0.9980035484933092,1.0023974012050918,0.0,20,-52.19494561780508,0.6254573827716655,-52.19494561780508,move+1:OK,1,28
80,81600,0,8,4902,-5.023516148543526,-3.9740883369913242,259.9120031044636,255.21801044409025,0.981940069699333,1.1743174509164633,0.0,37.42966095021002,37.42966095021002,37.42966095021002,-133.98460116340647,85.98573870337647,phase,-48.43723222987468,dither_fold,1.0037305763701874,-124.89352451323948,-48.43723222987468,-0.3216035623543071,-0.48396514422151843,283.375,-18.15708497708745,5.297884458509447,-6.8602656332770895,3.1688999684668753,-1.431937812836726,-8.262690273792156,4.310528060259627,-1.6648987165767701,-6.8602656332770895,3.1688999684668753,-1.431937812836726,-8.26269027379216,4.310528060259625,-1.6648987165767708,-7.859568608572366,-7.7652765397864325,-0.3983257947233554,-6.8602656332770895,3.1688999684668753,-1.431937812836726,-6.8602656332770895,3.1688999684668753,-1.431937812836726,nan,-7.859568608572366,nan,-7.7652765397864325,False,16.177994023686708,cc0ea0832726455c,,-5.023516148543526,-3.9740883369913242,0.003730576370187366,dither_mag,37.42966095021002,1,-8.061515811759465,-9.548020634392264,0.9986550959729993,1.0017454174699751,0.0,,,,,,,
81,82620,0,8,4534,-0.06339880810009646,-0.2649409925129014,258.1671003696865,252.54569194807797,0.9782256979547012,1.323639815934794,0.0,-96.61091619837728,-96.61091619837728,-96.61091619837728,-296.37947703765826,79.447363796523,phase,-43.96867545273893,dither_fold,0.9980538074846237,-134.95933880613526,-43.96867545273893,-0.37930220259990965,-0.5547493430478855,285.625,-18.18401345754736,6.307707138623274,-7.24800856637316,4.162709187905755,-1.496346937935741,-8.47090738606947,1.0392711586573276,-1.699486276755726,-7.2480085663731595,4.1627091879057545,-1.496346937935741,-8.47090738606947,1.0392711586573269,-1.699486276755726,-11.15808215141315,-11.059353296264176,0.2267662065575682,-7.24800856637316,4.162709187905755,-1.496346937935741,-7.2480085663731595,4.1627091879057545,-1.496346937935741,nan,-11.15808215141315,nan,-11.059353296264176,False,17.034917645734307,bbcc7764e176204a,,-0.06339880810009646,-0.2649409925129014,-0.0019461925153763104,dither_mag,-96.61091619837728,2,-8.083735277643644,-9.640588412354967,0.9983149703351849,1.002087260914041,0.0,,,,,,,
82,83640,0,7,66,2.620978064152096,3.4811727267665185,258.3442664265892,253.34982300519724,0.9806674888106675,1.3755634578908993,0.0,-96.88064077159461,-96.88064077159461,-96.88064077159461,-334.67382927622776,84.11998754565238,phase,-47.74555692949559,dither_fold,0.9919018873515107,-139.09344379485321,-47.74555692949559,-0.390110310336243,-0.5709317872695522,285.5,-18.27015490489162,6.781708943146782,-6.961429161209436,2.8320093331697067,-1.4487423855829629,-8.722559921647434,0.5434371889574732,-1.7412890235294742,-6.961429161209436,2.8320093331697063,-1.4487423855829629,-8.722559921647433,0.5434371889574741,-1.741289023529474,-10.709932368771977,-10.615550495036846,-0.66188892358623,-6.961429161209436,2.8320093331697067,-1.4487423855829629,-6.961429161209436,2.8320093331697063,-1.4487423855829629,nan,-10.709932368771977,nan,-10.615550495036846,False,14.29516520531567,8c3e3595fff6fd0a,,2.620978064152096,3.4811727267665185,-0.008098112648489253,dither_mag,-96.88064077159461,3,-7.164844597135032,-8.42471580136406,0.9969001885947066,1.0035189828762092,0.0,,,,,,,
83,84660,0,8,8140,6.311884772973425,3.035359724474468,259.07794437093946,254.3859316811031,0.9818895711048313,1.2097279663442075,0.0,-118.75498905949995,-118.75498905949995,-118.75498905949995,-230.0209959768132,86.16425062099562,phase,-50.555629873255704,dither_fold,0.9948480838845651,-134.65369678969282,-50.555629873255704,-0.3466496357296158,-0.5216994415562165,285.125,-18.036911503908716,7.182311819453937,-6.14850288170127,4.788068291267557,-1.3137047976247958,-8.079306070400786,1.6350320441420902,-1.6344362243190675,-6.1485028817012735,4.788068291267555,-1.3137047976247964,-8.079306070400786,1.6350320441420896,-1.6344362243190675,-6.96089330132004,-6.846800902587201,0.7157680964069151,-6.14850288170127,4.788068291267557,-1.3137047976247958,-6.1485028817012735,4.788068291267555,-1.3137047976247964,nan,-6.96089330132004,nan,-6.846800902587201,False,14.934614148766068,85890afa8ef76386,,6.311884772973425,3.035359724474468,-0.0051519161154348625,dither_mag,-118.75498905949995,4,-4.948815654804436,-7.3660652708866365,0.9960013980189639,1.004428426235613,0.0,,,,,,,
84,85680,0,7,8262,-2.9767337860521783,-4.173167146337345,258.1724714056842,253.82651438137736,0.9831664584506467,1.459490019170108,0.0,11.86826733870926,11.86826733870926,11.86826733870926,-380.8564544508436,87.59196523652595,phase,-47.27729624577197,dither_fold,1.0003839421858773,-143.36824993208174,-47.27729624577197,-0.3914993029250621,-0.5778780278367683,283.0,-18.017550200384754,6.1987629811448866,-6.906219697958521,4.440349724247273,-1.4395713783984256,-8.664775335367263,1.048953029275979,-1.731690255044396,-6.906219697958523,4.440349724247273,-1.4395713783984259,-8.664775335367263,1.048953029275979,-1.731690255044396,-8.444168365036381,-8.213866874796004,0.2014629130745913,-6.906219697958521,4.440349724247273,-1.4395713783984256,-6.906219697958523,4.440349724247273,-1.4395713783984259,nan,-8.444168365036381,nan,-8.213866874796004,False,14.57618708528596,2141f198edd99357,,-2.9767337860521783,-4.173167146337345,0.0003839421858773395,dither_mag,11.86826733870926,5,-5.994855175622885,-8.820234092742988,0.9960683192358949,1.0043609647089717,0.0,,,,,,,
85,86700,0,7,974,2.879323244550543,3.5021070105651253,255.98958296830753,253.07360940228045,0.9886090147410878,1.3975568627617014,0.0,-162.26138181899603,-162.26138181899603,-162.26138181899603,-383.19987683788275,83.71379403327056,phase,-54.34611789488644,dither_fold,1.014568878996232,-135.60719362358367,-54.34611789488644,-0.36491090771672857,-0.5412002594273874,283.64285714285717,-18.30925205106078,6.55456320512827,-6.469957453631116,5.175198821243681,-1.367102567048358,-8.706360102296362,0.3831115394845147,-1.7385980236372696,-6.469957453631114,5.175198821243679,-1.3671025670483579,-8.706360102296363,0.3831115394845147,-1.7385980236372698,-8.440678700666467,-8.255314670704132,-0.5417549916428763,-6.469957453631116,5.175198821243681,-1.367102567048358,-6.469957453631114,5.175198821243679,-1.3671025670483579,nan,-8.440678700666467,nan,-8.255314670704132,False,16.486488809004445,16a25131ed5840dd,,2.879323244550543,3.5021070105651253,0.014568878996231938,dither_mag,-162.26138181899603,6,-4.983114197488207,-7.599818826949609,0.9986078490285072,1.0018370627920063,0.0,,,,,,,
86,87720,0,7,4874,-3.5619201589766307,-1.3526615406458535,258.7569388357282,254.3735299723319,0.9830597436995532,1.3288044674603507,0.0,-87.07209241890729,-87.07209241890729,-87.07209241890729,-291.3543106344188,82.38786987968027,phase,-42.09807989071854,dither_fold,0.9924669298281962,-119.34273765346076,-42.09807989071854,-0.33260388959194,-0.487749448541439,284.7142857142857,-18.354371154546655,5.536702118334677,-6.659144181374481,4.625581644000579,-1.3985289337831364,-8.112257785794036,4.281933297053386,-1.6399099311950227,-6.659144181374482,4.625581644000579,-1.3985289337831368,-8.112257785794036,4.281933297053387,-1.6399099311950227,-6.77290684847123,-6.705662941312106,-1.7455090201060335,-6.659144181374481,4.625581644000579,-1.3985289337831364,-6.659144181374482,4.625581644000579,-1.3985289337831368,nan,-6.77290684847123,nan,-6.705662941312106,False,14.518277227742047,01e1dc65b8d1dfbb,,-3.5619201589766307,-1.3526615406458535,-0.007533070171803824,dither_mag,-87.07209241890729,7,-6.231524228367337,-8.07238223751724,0.9972913970033592,1.0031677963579153,0.0,,,,,,,
87,88740,0,8,3018,1.7268342166536215,2.7059269951451466,258.2308039141186,252.9638433711431,0.9796036705801869,1.6115276482635397,nan,nan,nan,-1373.2103190011658,-994.7078101024478,82.32161892398103,observables-disagree,-45.21494726099935,dither_fold,1.0028706533973197,-140.40401301814768,-45.21494726099935,-0.3882542435731658,-0.5707794604967578,284.0625,-18.034674776992613,6.738631212510038,-7.6314949131845236,3.418072578894712,-1.5600489889010838,-9.429601338225485,0.16109338850289565,-1.8587377638248315,-7.631494913184521,3.4180725788947135,-1.5600489889010833,-9.429601338225485,0.16109338850289476,-1.8587377638248315,-9.615382713646719,-9.482242721227498,0.8136768129298872,-7.6314949131845236,3.418072578894712,-1.5600489889010838,-7.631494913184521,3.4180725788947135,-1.5600489889010833,nan,-9.615382713646719,nan,-9.482242721227498,False,14.009277652938971,92a0d636bbcd9f14,,1.7268342166536215,2.7059269951451466,0.0028706533973197335,dither_mag,nan,8,-5.625490748438771,-7.128298454386209,0.9977924006423212,1.0026652831666432,0.0,,,,,,,
88,89760,0,7,5142,-1.2467508357400823,-2.052156584790473,259.02770070398395,253.70755477529437,0.979461092716221,1.3693577279528322,0.0,-141.5568852376225,-141.5568852376225,-141.5568852376225,-358.66983345097833,84.07866938700984,phase,-47.21894287967637,dither_fold,0.9948309606359367,-129.97917691106565,-47.21894287967637,-0.3388921625287619,-0.5078650925131473,284.2142857142857,-18.004660513875578,6.387895574945739,-6.435834449263449,4.432514541465837,-1.361434293897583,-8.062658501172724,2.2165492545455048,-1.6316708473708843,-6.43583444926345,4.432514541465837,-1.3614342938975834,-8.062658501172722,2.216549254545505,-1.631670847370884,-10.352725106891157,-10.20060019613189,0.14414891736705382,-6.435834449263449,4.432514541465837,-1.361434293897583,-6.43583444926345,4.432514541465837,-1.3614342938975834,nan,-10.352725106891157,nan,-10.20060019613189,False,15.188765786114883,95d7feda8663475c,,-1.2467508357400823,-2.052156584790473,-0.005169039364063321,dither_mag,-141.5568852376225,9,-6.062818986485206,-7.84464399535104,0.9968898157080067,1.0035769886638386,0.0,,,,,,,
89,90780,0,8,3226,-0.35274714868481094,1.650526868278458,257.1136172593198,253.33536437539541,0.9853051233762009,1.2242987532780933,0.0,-216.57399927631218,-216.57399927631218,-216.57399927631218,-315.1731504313956,76.32709065968383,phase,-40.00399658533243,dither_fold,0.9942670885096433,-126.23077807302147,-40.00399658533243,-0.3692192049353813,-0.5333192164303092,284.8125,-18.426289287838628,6.597284756521798,-6.996741039705232,3.809483593978719,-1.4546081461304374,-8.313611840925274,1.433980793043654,-1.6733574486586835,-6.996741039705232,3.809483593978717,-1.4546081461304374,-8.313611840925274,1.4339807930436523,-1.6733574486586835,-11.275352207252542,-11.068309663040544,-0.9181025592340735,-6.996741039705232,3.809483593978719,-1.4546081461304374,-6.996741039705232,3.809483593978717,-1.4546081461304374,nan,-11.275352207252542,nan,-11.068309663040544,False,14.469332903764773,dfa6fc6b212c492d,,-0.35274714868481094,1.650526868278458,-0.005732911490356707,dither_mag,-216.57399927631218,10,-6.18666567454872,-7.269018596978177,0.9958896765191656,1.0045896422760774,0.0,,,,,,,
90,91800,0,8,3618,4.866579897883628,1.9110830451548357,255.32454614795955,251.27315715412513,0.9841323952007079,1.103265409463931,0.0,-44.35225239071637,-44.35225239071637,-44.35225239071637,-104.95921886540434,79.43937221459653,phase,-43.903593261661754,dither_fold,0.9955431503355311,-135.27744658038324,-43.903593261661754,-0.40044416230199564,-0.5763048428564939,283.5,-18.364872085254166,6.676651756061933,-6.803257987462191,4.848535275559086,-1.4224681042296,-9.31166534878206,-0.16392217422683686,-1.839147067903997,-6.8032579874621915,4.848535275559087,-1.4224681042296001,-9.311665348782057,-0.1639221742268364,-1.8391470679039963,-10.386385990919555,-10.11183159748035,1.1113576117605088,-6.803257987462191,4.848535275559086,-1.4224681042296,-6.8032579874621915,4.848535275559087,-1.4224681042296001,nan,-10.386385990919555,nan,-10.11183159748035,False,16.286004398452928,1eb450b70c4fc9cc,,4.866579897883628,1.9110830451548357,-0.004456849664468909,dither_mag,-44.35225239071637,11,-4.4763326884566705,-6.603195421369152,0.9951129336693032,1.0053766783543274,0.0,,,,,,,
91,92820,0,8,78,-3.195474123892854,-4.043428528254109,258.5528093316589,254.9562749794879,0.9860897494733558,1.1787577743814897,0.0,-134.58378161061867,-134.58378161061867,-134.58378161061867,-219.54668204846567,89.3041831557454,phase,-49.215506832567044,dither_fold,1.0089520823379623,-131.4735730929271,-49.215506832567044,-0.34787654932546086,-0.5187921943462661,283.8125,-18.143584911672757,6.830185584709753,-6.8878645017099736,4.342127288206604,-1.43652234247674,-8.106834810484337,1.5943479224316606,-1.6390091047316175,-6.887864501709975,4.342127288206605,-1.4365223424767402,-8.106834810484337,1.5943479224316592,-1.6390091047316175,-10.043383537479926,-9.839938640719524,-0.32383898705287795,-6.8878645017099736,4.342127288206604,-1.43652234247674,-6.887864501709975,4.342127288206605,-1.4365223424767402,nan,-10.043383537479926,nan,-9.839938640719524,False,15.238966231441761,a1e713773398ffd8,,-3.195474123892854,-4.043428528254109,0.008952082337962297,dither_mag,-134.58378161061867,12,-5.600241247496837,-8.01082702388995,0.9966718919299143,1.0038156155263713,0.0,,,,,,,
