iteration,cycles,rotation,events_used,align_n0,offset_a_codes,offset_b_codes,gain_a_codes,gain_b_codes,gain_ratio,tone_ratio,skew_a_ps,skew_b_ps,skew_mismatch_ps,skew_phase_ps,skew_diff_route_ps,skew_centroid_ps,skew_source,raw_a_sndr_db,raw_a_sfdr_db,raw_a_enob,raw_b_sndr_db,raw_b_sfdr_db,raw_b_enob,cal_a_sndr_db,cal_a_sfdr_db,cal_a_enob,cal_b_sndr_db,cal_b_sfdr_db,cal_b_enob,raw_difference_dbc,cal_difference_dbc,cal_dc_difference_codes,raw_sndr_db,raw_sfdr_db,raw_enob,cal_sndr_db,cal_sfdr_db,cal_enob,raw_offset_spur_dbc,raw_image_spur_dbc,cal_offset_spur_dbc,cal_image_spur_dbc,swapped,align_margin,frame_sha1,rejected,offset_error_a,offset_error_b,gain_error,gain_source,skew_error_ps,skew_batch_n,offset_a_state,offset_b_state,gain_corr_a,gain_corr_b,skew_cmd_ps,skew_batch_used,skew_batch_mean_ps,skew_batch_se_ps,skew_batch_error_ps,skew_action,skew_step_codes,skew_code,skew_error
30,30600,5,7,7354,0.014934054697230081,-0.06725519762016166,505.3634752519017,505.14111762460175,0.999560004554763,0.9999894066914337,0.0,52.42157724717363,52.42157724717363,52.42157724717363,-52.42121535878006,-4.245608811947167,phase,54.65847427038737,58.92255862958827,8.787121971825146,53.349199179753086,57.261384939397985,8.569634415241378,54.65847427038726,58.92255862958813,8.787121971825128,53.34919917975313,57.261384939398,8.569634415241385,-23.150459930655856,-23.655760606134116,-0.8854595476160512,54.65847427038737,58.92255862958827,8.787121971825146,54.65847427038726,58.92255862958813,8.787121971825128,nan,-23.150459930655856,nan,-23.655760606134116,False,7.760186543212077,af11f18754fcf097,,0.014934054697230081,-0.06725519762016166,-1.059330856634233e-05,tone,52.42157724717363,1,13.949890203438123,-23.13545325128271,1.0105017741071503,0.9897140963422077,0.0,,,,,,,,
31,31620,7,7,66,-0.503659230751143,0.214044757299591,505.59403665674404,505.06709983584403,0.9989577867168205,0.9999337950037459,0.0,52.40306040731469,52.40306040731469,52.40306040731469,-52.40136853426461,-3.0188722500435774,phase,54.78262367027989,59.11696770504908,8.807744795727558,53.48375494771773,57.65298538679637,8.59198587171391,54.782623670279946,59.11696770504916,8.807744795727567,53.48375494771766,57.652985386796296,8.591985871713897,-23.15099474485207,-23.65423089800307,0.2664112313620173,54.78262367027989,59.11696770504908,8.807744795727558,54.782623670279946,59.11696770504916,8.807744795727567,nan,-23.15099474485207,nan,-23.65423089800307,False,6.612619523302949,fa03d1b33b5be767,,-0.503659230751143,0.214044757299591,-6.620499625409337e-05,tone,52.40306040731469,2,13.775441493619027,-23.05975900247719,1.0104900665605705,0.9897255638045683,0.0,,,,,,,,
32,32640,1,7,1110,0.5981407356648633,-0.09078005674740885,504.9037106183741,505.29898873766246,1.0007828782220758,1.000015967382803,0.0,52.41482024807647,52.41482024807647,52.41482024807647,-52.41540266518772,-6.62262044831125,phase,54.807487436835984,58.810349713324214,8.81187498950764,53.429730585839735,57.545030967736466,8.583011725222548,54.807487436835885,58.81034971332425,8.811874989507624,53.429730585839735,57.54503096773646,8.583011725222548,-23.146041998580632,-23.651218133338325,1.1132846513097876,54.807487436835984,58.810349713324214,8.81187498950764,54.807487436835885,58.81034971332425,8.811874989507624,nan,-23.146041998580632,nan,-23.651218133338325,False,8.555723710114053,76416e15e17d51aa,,0.5981407356648633,-0.09078005674740885,1.596738280307264e-05,tone,52.41482024807647,3,13.982617461409854,-23.09186186111151,1.01049289016487,0.989722798266511,0.0,,,,,,,,
33,33660,6,7,2160,-0.03816457833555936,-0.12716599679881346,504.9142293712692,504.97597317060394,1.0001222857185301,1.000031260821379,0.0,52.410058066777395,52.410058066777395,52.410058066777395,-52.41087584129222,-6.890011229508002,phase,50.26494813360049,54.9249488782387,8.057300354418688,51.33012102790345,55.394130638966566,8.23423937340589,50.2649481336005,54.92494887823875,8.057300354418688,51.3301210279035,55.39413063896666,8.234239373405899,-23.148042896780122,-23.654842251900853,0.21906808695713664,50.26494813360049,54.9249488782387,8.057300354418688,50.2649481336005,54.92494887823875,8.057300354418688,nan,-23.148042896780122,nan,-23.654842251900853,False,8.792973411642219,52d6d0a3e6f2321a,,-0.03816457833555936,-0.12716599679881346,3.126082137905328e-05,tone,52.410058066777395,4,13.969398563436938,-23.136832128501066,1.0104984182114753,0.9897173840149329,0.0,,,,,,,,
34,34680,6,8,3235,-0.043591461660544936,0.02935402824145872,505.0705047446755,505.1255147756785,1.0001089155483962,1.0000051571536432,0.0,52.413171442252576,52.413171442252576,52.413171442252576,-52.41330259512009,-5.228235491179918,phase,54.8594964521337,59.05591145249575,8.820514360819551,53.32895553375053,57.678063532776974,8.566271683347265,54.8594964521337,59.055911452495884,8.820514360819551,53.32895553375047,57.67806353277692,8.566271683347255,-23.15091978179948,-23.656866819347265,0.4940531490532649,54.8594964521337,59.05591145249575,8.820514360819551,54.8594964521337,59.055911452495884,8.820514360819551,nan,-23.15091978179948,nan,-23.656866819347265,False,6.636700344890463,2234dc93f4e97271,,-0.043591461660544936,0.02935402824145872,5.157153643242651e-06,tone,52.413171442252576,5,13.954300062235724,-23.12645147837766,1.0104993301882053,0.9897164907977322,0.0,5,52.41253748231895,0.003027315026497142,52.41253748231895,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
35,35700,1,8,4265,0.15823405411099856,0.39101123088788414,505.05911129214786,505.118269273104,1.0001171308063421,1.000011315824684,0.0,52.39318668457605,52.39318668457605,52.39318668457605,-52.39348479343437,0.2533252536315226,phase,54.89607833304788,59.11339266910113,8.826591085223901,53.19565164692862,57.13250799685595,8.544128180552928,54.89607833304791,59.113392669101174,8.826591085223907,53.19565164692857,57.132507996855864,8.544128180552919,-23.147633246034083,-23.65411744589529,0.28448085572318504,54.89607833304788,59.11339266910113,8.826591085223901,54.89607833304791,59.113392669101174,8.826591085223907,nan,-23.147633246034083,nan,-23.65411744589529,False,7.545678045502342,c800d0472e25ce6b,,0.15823405411099856,0.39101123088788414,1.1315824683943987e-05,tone,52.39318668457605,1,14.009106549765542,-22.988175586156796,1.0105013312490263,0.989714530914708,0.0,,,,,,,,
36,36720,3,8,5340,0.20780634184826852,-0.08667328130628249,505.09409520908497,504.82437387737804,0.9994659978521521,0.9999937273735789,0.0,52.41331250879579,52.41331250879579,52.41331250879579,-52.413106835646815,-6.936187565434929,phase,54.62694183038547,59.113948806071086,8.781884024980975,53.47557036468868,57.50456766980199,8.590626306426692,54.626941830385434,59.11394880607109,8.78188402498097,53.475570364688735,57.50456766980197,8.590626306426701,-23.145596996440325,-23.649976485350482,-0.3129576375383252,54.62694183038547,59.113948806071086,8.781884024980975,54.626941830385434,59.11394880607109,8.78188402498097,nan,-23.145596996440325,nan,-23.649976485350482,False,6.997138366875321,2e8821eaf50bb5cd,,0.20780634184826852,-0.08667328130628249,-6.272626421055527e-06,tone,52.41331250879579,2,14.081082921688768,-23.01882649357468,1.01050022201199,0.989715617340688,0.0,,,,,,,,
37,37888,0,8,6396,0.07954562135636063,0.09002543808153024,505.42433714526106,505.1007858698511,0.9993598423114379,1.0000039365487994,0.0,52.420880968446895,52.420880968446895,52.420880968446895,-52.42093927088055,-1.710938098146751,phase,54.77367338008304,59.98353910454499,8.806258036558646,53.316027440451485,58.259348071761785,8.564124159543438,54.77367338008304,59.98353910454492,8.806258036558646,53.316027440451506,58.259348071761835,8.564124159543441,-23.147882627957152,-23.652995147914844,-0.28640117758751416,54.77367338008304,59.98353910454499,8.806258036558646,54.77367338008304,59.98353910454492,8.806258036558646,nan,-23.147882627957152,nan,-23.652995147914844,False,7.3804059896996845,5653f276b280c795,,0.07954562135636063,0.09002543808153024,3.936548799376993e-06,tone,52.420880968446895,3,14.108634590523925,-22.986990173346452,1.0105009181415914,0.9897149355322026,0.0,,,,,,,,
38,38760,1,7,7475,-0.14781276119962466,0.20586139840438974,505.0460874332242,505.2579270104112,1.0004194460316753,0.9999835689525872,0.0,52.399787769931066,52.399787769931066,52.399787769931066,-52.399309437784495,1.4319381359789292,phase,54.75181716036313,58.79598607870253,8.80262743527627,53.27621296932017,57.25548348059338,8.557510460019962,54.75181716036306,58.7959860787025,8.802627435276257,53.27621296932014,57.25548348059335,8.557510460019959,-23.15086504660091,-23.656900526270064,0.5781666878841332,54.75181716036313,58.79598607870253,8.80262743527627,54.75181716036306,58.7959860787025,8.802627435276257,nan,-23.15086504660091,nan,-23.656900526270064,False,7.91898373283619,fb100197c471f2a1,,-0.14781276119962466,0.20586139840438974,-1.6431047412779343e-05,tone,52.399787769931066,4,14.057437738060878,-22.914189928695407,1.0104980125136045,0.9897177814382442,0.0,,,,,,,,
39,39780,2,8,232,-0.041999032629309846,0.19180696222724597,505.0785740701389,505.3697815920201,1.00057655885011,1.0000020456921777,0.0,52.436103028892305,52.436103028892305,52.436103028892305,-52.43618585771137,-2.0436093940508964,phase,54.80525647521216,59.57171932296986,8.811504397875776,53.37646457570259,57.35990439927977,8.574163550781162,54.80525647521213,59.571719322969855,8.81150439787577,53.376464575702585,57.35990439927974,8.574163550781162,-23.150314267570245,-23.656193520106783,-0.21666034037630055,54.80525647521216,59.57171932296986,8.811504397875776,54.80525647521213,59.571719322969855,8.81150439787577,nan,-23.150314267570245,nan,-23.656193520106783,False,7.650461867631027,c388754ccd0d3897,,-0.041999032629309846,0.19180696222724597,2.045692177654601e-06,tone,52.436103028892305,5,14.042890790676298,-22.846360050280996,1.0104983742679836,0.9897174271238324,0.0,5,52.41265419212842,0.007623942042900645,52.41265419212842,aborted,,,direction: error moved +7.40 ps after a -7.4 ps expected move
